"10,000,000 Volt Thunderbolt",ELECTRICO,Special,195,?,1,,Pikachu-exclusive Z-Move. High critical hit ratio.,?
Absorb,PLANTA,Special,20,100,25,,User recovers half the HP inflicted on opponent.,?
Accelerock,ROCA,Physical,40,100,20,,User attacks first.,?
Acid,VENENO,Special,40,100,30,,May lower opponent's Special Defense. Hits all opposing Pokemon.,10
Acid Armor,VENENO,Status,?,?,20,,Sharply raises user's Defense.,?
Acid Downpour,VENENO,?,?,?,1,,Poison type Z-Move.,?
Acid Spray,VENENO,Special,40,100,20,,Sharply lowers opponent's Special Defense.,100
Acrobatics,VOLADOR,Physical,55,100,15,TM78,Stronger when the user does not have a held item.,?
Acupressure,NORMAL,Status,?,?,30,,Sharply raises a random stat.,?
Aerial Ace,VOLADOR,Physical,60,100,20,,Ignores Accuracy and Evasiveness.,?
Aeroblast,VOLADOR,Special,100,95,5,,High critical hit ratio.,?
After You,NORMAL,Status,?,?,15,,Gives target priority in the next turn.,?
Agility,PSIQUICO,Status,?,?,30,,Sharply raises user's Speed.,?
Air Cutter,VOLADOR,Special,60,95,25,,High critical hit ratio. Hits all opposing Pokemon.,?
Air Slash,VOLADOR,Special,75,95,15,TM95,May cause flinching.,30
All-Out Pummeling,LUCHA,?,?,?,1,,Fighting type Z-Move.,?
Ally Switch,PSIQUICO,Status,?,?,15,,User switches with opposite teammate.,?
Amnesia,PSIQUICO,Status,?,?,20,,Sharply raises user's Special Defense.,?
Anchor Shot,ACERO,Physical,80,100,20,,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.,?
Ancient Power,ROCA,Special,60,100,5,,May raise all user's stats at once.,10
Apple Acid,PLANTA,Special,80,100,10,,Lowers target's Special Defense.,100
Aqua Jet,AGUA,Physical,40,100,20,,User attacks first.,?
Aqua Ring,AGUA,Status,?,?,20,,Restores a little HP each turn.,?
Aqua Tail,AGUA,Physical,90,90,10,,,?
Arm Thrust,LUCHA,Physical,15,100,20,,Hits 2-5 times in one turn.,?
Aromatherapy,PLANTA,Status,?,?,5,,Cures all status problems in your party.,?
Aromatic Mist,HADA,Status,?,?,20,,Raises Special Defense of an ally.,?
Assist,NORMAL,Status,?,?,20,,User performs a move known by its allies at random.,?
Assurance,SINIESTRO,Physical,60,100,10,TM58,Power doubles if opponent already took damage in the same turn.,?
Astonish,FANTASMA,Physical,30,100,15,,May cause flinching.,30
Astral Barrage,FANTASMA,Special,120,100,5,,The user attacks by sending a frightful amount of small ghosts at opposing Pok‚mon.,?
Attack Order,BICHO,Physical,90,100,15,,High critical hit ratio.,?
Attract,NORMAL,Status,?,100,15,TM31,"If opponent is the opposite gender, it's less likely to attack.",?
Aura Sphere,LUCHA,Special,80,100,20,,Ignores Accuracy and Evasiveness.,?
Aura Wheel,ELECTRICO,Physical,110,100,10,,Changes type based on Morpeko's Mode.,100
Aurora Beam,HIELO,Special,65,100,20,,May lower opponent's Attack.,10
Aurora Veil,HIELO,Status,?,?,20,,Halves damage from Physical and Special attacks for five turns.,?
Autotomize,ACERO,Status,?,?,15,,Reduces weight and sharply raises Speed.,?
Avalanche,HIELO,Physical,60,100,10,TM64,Power doubles if user took damage first.,?
Baby-Doll Eyes,HADA,Status,?,100,30,,Always goes first. Lowers the target's attack.,?
Baddy Bad,SINIESTRO,Special,90,100,15,,Reduces damage from Physical attacks.,?
Baneful Bunker,VENENO,Status,?,?,10,,Protects the user and poisons opponent on contact.,?
Barrage,NORMAL,Physical,15,85,20,,Hits 2-5 times in one turn.,?
Barrier,PSIQUICO,Status,?,?,20,,Sharply raises user's Defense.,?
Baton Pass,NORMAL,Status,?,?,40,,User switches out and gives stat changes to the incoming Pok‚mon.,?
Beak Blast,VOLADOR,Physical,100,100,15,,"The user first heats up its beak, and then it attacks the target. Making direct contact with the Pok‚mon while it's heating up its beak results in a burn.",?
Beat Up,SINIESTRO,Physical,?,100,10,TM37,Each Pok‚mon in your party attacks.,?
Behemoth Bash,ACERO,Physical,100,100,5,,Damage doubles if user is Dynamaxed.,?
Behemoth Blade,ACERO,Physical,100,100,5,,Damage doubles if user is Dynamaxed.,?
Belch,VENENO,Special,120,90,10,,User must have consumed a Berry.,?
Belly Drum,NORMAL,Status,?,?,10,,"User loses 50% of its max HP, but Attack raises to maximum.",?
Bestow,NORMAL,Status,?,?,15,,Gives the user's held item to the target.,?
Bide,NORMAL,Physical,?,?,10,,User takes damage for two turns then strikes back double.,?
Bind,NORMAL,Physical,15,85,20,,"Traps opponent, damaging them for 4-5 turns.",100
Bite,SINIESTRO,Physical,60,100,25,,May cause flinching.,30
Black Hole Eclipse,SINIESTRO,?,?,?,1,,Dark type Z-Move.,?
Blast Burn,FUEGO,Special,150,90,5,,User must recharge next turn.,?
Blaze Kick,FUEGO,Physical,85,90,10,,High critical hit ratio. May burn opponent.,10
Blizzard,HIELO,Special,110,70,5,,May freeze opponent.,10
Block,NORMAL,Status,?,?,5,,Opponent cannot flee or switch.,?
Bloom Doom,PLANTA,?,?,?,1,,Grass type Z-Move.,?
Blue Flare,FUEGO,Special,130,85,5,,May burn opponent.,20
Body Press,LUCHA,Physical,80,100,10,,"The higher the user's Defense, the stronger the attack.",?
Body Slam,NORMAL,Physical,85,100,15,,May paralyze opponent.,30
Bolt Beak,ELECTRICO,Physical,85,100,10,,"If the user attacks before the target, the power of this move is doubled.",?
Bolt Strike,ELECTRICO,Physical,130,85,5,,May paralyze opponent.,20
Bone Club,TIERRA,Physical,65,85,20,,May cause flinching.,10
Bone Rush,TIERRA,Physical,25,90,10,,Hits 2-5 times in one turn.,?
Bonemerang,TIERRA,Physical,50,90,10,,Hits twice in one turn.,?
Boomburst,NORMAL,Special,140,100,10,,Hits all adjacent Pok‚mon.,?
Bounce,VOLADOR,Physical,85,85,5,TM52,"Springs up on first turn, attacks on second. May paralyze opponent.",30
Bouncy Bubble,AGUA,Special,90,100,15,,User recovers half the HP inflicted on opponent.,?
Branch Poke,PLANTA,Physical,40,100,40,,,?
Brave Bird,VOLADOR,Physical,120,100,15,,User receives recoil damage.,?
Breaking Swipe,DRAGON,Physical,60,100,15,TM99,Hits multiple opponents and lowers their attack.,100
Breakneck Blitz,NORMAL,?,?,?,1,,Normal type Z-Move.,?
Brick Break,LUCHA,Physical,75,100,15,TM43,Breaks through Reflect and Light Screen barriers.,?
Brine,AGUA,Special,65,100,10,TM55,Power doubles if opponent's HP is less than 50%.,?
Brutal Swing,SINIESTRO,Physical,60,100,20,TM97,The user swings its body around violently to inflict damage on everything in its vicinity.,?
Bubble,AGUA,Special,40,100,30,,May lower opponent's Speed.,10
Bubble Beam,AGUA,Special,65,100,20,,May lower opponent's Speed.,10
Bug Bite,BICHO,Physical,60,100,20,,Receives the effect from the opponent's held berry.,?
Bug Buzz,BICHO,Special,90,100,10,,May lower opponent's Special Defense.,10
Bulk Up,LUCHA,Status,?,?,20,,Raises user's Attack and Defense.,?
Bulldoze,TIERRA,Physical,60,100,20,TM81,Lowers opponent's Speed.,100
Bullet Punch,ACERO,Physical,40,100,30,,User attacks first.,?
Bullet Seed,PLANTA,Physical,25,100,30,TM50,Hits 2-5 times in one turn.,?
Burn Up,FUEGO,Special,130,100,5,,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.",?
Burning Jealousy,FUEGO,Special,70,100,5,,"Hits all opponents, and burns any that have had their stats boosted.",?
Buzzy Buzz,ELECTRICO,Special,90,100,15,,Paralyzes the opponent.,100
Calm Mind,PSIQUICO,Status,?,?,20,,Raises user's Special Attack and Special Defense.,?
Camouflage,NORMAL,Status,?,?,20,,Changes user's type according to the location.,?
Captivate,NORMAL,Status,?,100,20,,Sharply lowers opponent's Special Attack if opposite gender.,?
Catastropika,ELECTRICO,Physical,210,?,1,,Pikachu-exclusive Z-Move.,?
Celebrate,NORMAL,Status,?,?,40,,The Pok‚mon congratulates you on your special day. No battle effect.,?
Charge,ELECTRICO,Status,?,?,20,,Raises user's Special Defense and next Electric move's power increases.,?
Charge Beam,ELECTRICO,Special,50,90,10,,May raise user's Special Attack.,70
Charm,HADA,Status,?,100,20,TM29,Sharply lowers opponent's Attack.,?
Chatter,VOLADOR,Special,65,100,20,,Confuses opponent.,100
Chip Away,NORMAL,Physical,70,100,20,,Ignores opponent's stat changes.,?
Circle Throw,LUCHA,Physical,60,90,10,,"In battles, the opponent switches. In the wild, the Pok‚mon runs.",?
Clamp,AGUA,Physical,35,85,15,,"Traps opponent, damaging them for 4-5 turns.",100
Clanging Scales,DRAGON,Special,110,100,5,,Lowers user's Defense.,100
Clangorous Soul,DRAGON,Status,?,100,5,,Raises all user's stats but loses HP.,100
Clangorous Soulblaze,DRAGON,Special,185,?,1,,Kommo-o exclusive Z-Move.,?
Clear Smog,VENENO,Special,50,?,15,,Removes all of the target's stat changes.,?
Close Combat,LUCHA,Physical,120,100,5,,Lowers user's Defense and Special Defense.,100
Coaching,LUCHA,Status,?,?,10,,Boosts Attack and Defense of a teammate.,?
Coil,VENENO,Status,?,?,20,,"Raises user's Attack, Defense and Accuracy.",?
Comet Punch,NORMAL,Physical,18,85,15,,Hits 2-5 times in one turn.,?
Confide,NORMAL,Status,?,?,20,,Lowers opponent's Special Attack.,100
Confuse Ray,FANTASMA,Status,?,100,10,,Confuses opponent.,?
Confusion,PSIQUICO,Special,50,100,25,,May confuse opponent.,10
Constrict,NORMAL,Physical,10,100,35,,May lower opponent's Speed by one stage.,10
Continental Crush,ROCA,?,?,?,1,,Rock type Z-Move.,?
Conversion,NORMAL,Status,?,?,30,,Changes user's type to that of its first move.,?
Conversion 2,NORMAL,Status,?,?,30,,User changes type to become resistant to opponent's last move.,?
Copycat,NORMAL,Status,?,?,20,,Copies opponent's last move.,?
Core Enforcer,DRAGON,Special,100,100,10,,Scorches a 'Z' pattern on the ground.,?
Corkscrew Crash,ACERO,?,?,?,1,,Steel type Z-Move.,?
Corrosive Gas,VENENO,Status,?,100,40,,Removes opponent's items.,?
Cosmic Power,PSIQUICO,Status,?,?,20,,Raises user's Defense and Special Defense.,?
Cotton Guard,PLANTA,Status,?,?,10,,Drastically raises user's Defense.,?
Cotton Spore,PLANTA,Status,?,100,40,,Sharply lowers opponent's Speed.,?
Counter,LUCHA,Physical,?,100,20,,"When hit by a Physical Attack, user strikes back with 2x power.",?
Court Change,NORMAL,Status,?,100,10,,Swaps the effects on either side of the field.,?
Covet,NORMAL,Physical,60,100,25,,Opponent's item is stolen by the user.,?
Crabhammer,AGUA,Physical,100,90,10,,High critical hit ratio.,?
Crafty Shield,HADA,Status,?,?,10,,Protects the Pok‚mon from status moves.,?
Cross Chop,LUCHA,Physical,100,80,5,,High critical hit ratio.,?
Cross Poison,VENENO,Physical,70,100,20,TM73,High critical hit ratio. May poison opponent.,10
Crunch,SINIESTRO,Physical,80,100,15,,May lower opponent's Defense.,20
Crush Claw,NORMAL,Physical,75,95,10,,May lower opponent's Defense.,50
Crush Grip,NORMAL,Physical,?,100,5,,More powerful when opponent has higher HP.,?
Curse,FANTASMA,Status,?,?,10,,"Ghosts lose 50% of max HP and curse the opponent; Non-Ghosts raise Attack, Defense and lower Speed.",?
Cut,NORMAL,Physical,50,95,30,,,?
Dark Pulse,SINIESTRO,Special,80,100,15,,May cause flinching.,20
Dark Void,SINIESTRO,Status,?,50,10,,Puts all adjacent opponents to sleep.,?
Darkest Lariat,SINIESTRO,Physical,85,100,10,,Ignores opponent's stat changes.,?
Dazzling Gleam,HADA,Special,80,100,10,,Hits all adjacent opponents.,?
Decorate,HADA,Status,?,?,15,,Sharply raises target's Attack and Special Attack.,100
Defend Order,BICHO,Status,?,?,10,,Raises user's Defense and Special Defense.,?
Defense Curl,NORMAL,Status,?,?,40,,Raises user's Defense.,?
Defog,VOLADOR,Status,?,?,15,,Lowers opponent's Evasiveness and clears fog.,?
Destiny Bond,FANTASMA,Status,?,?,5,,"If the user faints, the opponent also faints.",?
Detect,LUCHA,Status,?,?,5,,"Protects the user, but may fail if used consecutively.",?
Devastating Drake,DRAGON,?,?,?,1,,Dragon type Z-Move.,?
Diamond Storm,ROCA,Physical,100,95,5,,May sharply raise user's Defense.,50
Dig,TIERRA,Physical,80,100,10,TM15,"Digs underground on first turn, attacks on second. Can also escape from caves.",?
Disable,NORMAL,Status,?,100,20,,Opponent can't use its last attack for a few turns.,?
Disarming Voice,HADA,Special,40,100,15,,Ignores Accuracy and Evasiveness.,?
Discharge,ELECTRICO,Special,80,100,15,,May paralyze opponent.,30
Dive,AGUA,Physical,80,100,10,TM45,"Dives underwater on first turn, attacks on second turn.",?
Dizzy Punch,NORMAL,Physical,70,100,10,,May confuse opponent.,20
Doom Desire,ACERO,Special,140,100,5,,Damage occurs 2 turns later.,?
Double Hit,NORMAL,Physical,35,90,10,,Hits twice in one turn.,?
Double Iron Bash,ACERO,Physical,60,100,5,,Hits twice in one turn; may cause flinching.,30
Double Kick,LUCHA,Physical,30,100,30,,Hits twice in one turn.,?
Double Slap,NORMAL,Physical,15,85,10,,Hits 2-5 times in one turn.,?
Double Team,NORMAL,Status,?,?,15,,Raises user's Evasiveness.,?
Double-Edge,NORMAL,Physical,120,100,15,,User receives recoil damage.,?
Draco Meteor,DRAGON,Special,130,90,5,,Sharply lowers user's Special Attack.,100
Dragon Ascent,VOLADOR,Physical,120,100,5,,Lowers user's Defense and Special Defense.,100
Dragon Breath,DRAGON,Special,60,100,20,,May paralyze opponent.,30
Dragon Claw,DRAGON,Physical,80,100,15,,,?
Dragon Dance,DRAGON,Status,?,?,20,,Raises user's Attack and Speed.,?
Dragon Darts,DRAGON,Physical,50,100,10,,User attacks twice in one turn.,?
Dragon Energy,DRAGON,Special,150,100,5,,"The higher the user's HP, the higher the power.",?
Dragon Hammer,DRAGON,Physical,90,100,15,,The user uses its body like a hammer to attack the target and inflict damage.,?
Dragon Pulse,DRAGON,Special,85,100,10,,,?
Dragon Rage,DRAGON,Special,?,100,10,,Always inflicts 40 HP.,?
Dragon Rush,DRAGON,Physical,100,75,10,,May cause flinching.,20
Dragon Tail,DRAGON,Physical,60,90,10,,"In battles, the opponent switches. In the wild, the Pok‚mon runs.",?
Drain Punch,LUCHA,Physical,75,100,10,TM63,User recovers half the HP inflicted on opponent.,?
Draining Kiss,HADA,Special,50,100,10,TM87,User recovers most the HP inflicted on opponent.,?
Dream Eater,PSIQUICO,Special,100,100,15,,User recovers half the HP inflicted on a sleeping opponent.,?
Drill Peck,VOLADOR,Physical,80,100,20,,,?
Drill Run,TIERRA,Physical,80,95,10,,High critical hit ratio.,?
Drum Beating,PLANTA,Physical,80,100,10,,Lowers opponent's Speed.,100
Dual Chop,DRAGON,Physical,40,90,15,,Hits twice in one turn.,?
Dual Wingbeat,VOLADOR,Physical,40,90,10,,The user slams the target with its wings. The target is hit twice in a row.,?
Dynamax Cannon,DRAGON,Special,100,100,5,,Damage doubles if opponent is Dynamaxed.,?
Dynamic Punch,LUCHA,Physical,100,50,5,,Confuses opponent.,100
Earth Power,TIERRA,Special,90,100,10,,May lower opponent's Special Defense.,10
Earthquake,TIERRA,Physical,100,100,10,,Power is doubled if opponent is underground from using Dig.,?
Echoed Voice,NORMAL,Special,40,100,15,,Power increases each turn.,?
Eerie Impulse,ELECTRICO,Status,?,100,15,TM93,Sharply lowers opponent's Special Attack.,?
Eerie Spell,PSIQUICO,Special,80,100,5,,Deals damage and reduces opponent's PP.,?
Egg Bomb,NORMAL,Physical,100,75,10,,,?
Electric Terrain,ELECTRICO,Status,?,?,10,TM90,Prevents all Pok‚mon from falling asleep for 5 turns.,?
Electrify,ELECTRICO,Status,?,?,20,,Changes the target's move to Electric type.,?
Electro Ball,ELECTRICO,Special,?,100,10,,"The faster the user, the stronger the attack.",?
Electroweb,ELECTRICO,Special,55,95,15,TM82,Lowers opponent's Speed.,100
Embargo,SINIESTRO,Status,?,100,15,,Opponent cannot use items.,?
Ember,FUEGO,Special,40,100,25,,May burn opponent.,10
Encore,NORMAL,Status,?,100,5,,Forces opponent to keep using its last move for 3 turns.,?
Endeavor,NORMAL,Physical,?,100,5,,Reduces opponent's HP to same as user's.,?
Endure,NORMAL,Status,?,?,10,,"Always left with at least 1 HP, but may fail if used consecutively.",?
Energy Ball,PLANTA,Special,90,100,10,,May lower opponent's Special Defense.,10
Entrainment,NORMAL,Status,?,100,15,,Makes target's ability same as user's.,?
Eruption,FUEGO,Special,150,100,5,,Stronger when the user's HP is higher.,?
Eternabeam,DRAGON,Special,160,90,5,,User can't move on the next turn.,?
Expanding Force,PSIQUICO,Special,80,100,10,,Increases power and hits all opponents on Psychic Terrain.,?
Explosion,NORMAL,Physical,250,100,5,,User faints.,?
Extrasensory,PSIQUICO,Special,80,100,20,,May cause flinching.,10
Extreme Evoboost,NORMAL,Status,?,?,1,,Eevee-exclusive Z-Move. Sharply raises all stats.,100
Extreme Speed,NORMAL,Physical,80,100,5,,User attacks first.,?
Facade,NORMAL,Physical,70,100,20,TM39,"Power doubles if user is burned, poisoned, or paralyzed.",?
Fairy Lock,HADA,Status,?,?,10,,Prevents fleeing in the next turn.,?
Fairy Wind,HADA,Special,40,100,30,,,?
Fake Out,NORMAL,Physical,40,100,10,,"User attacks first, foe flinches. Only usable on first turn.",100
Fake Tears,SINIESTRO,Status,?,100,20,TM47,Sharply lowers opponent's Special Defense.,?
False Surrender,SINIESTRO,Physical,80,100,10,,Ignores Accuracy and Evasiveness.,?
False Swipe,NORMAL,Physical,40,100,40,TM94,Always leaves opponent with at least 1 HP.,?
Feather Dance,VOLADOR,Status,?,100,15,,Sharply lowers opponent's Attack.,?
Feint,NORMAL,Physical,30,100,10,,Only hits if opponent uses Protect or Detect in the same turn.,?
Feint Attack,SINIESTRO,Physical,60,100,20,,Ignores Accuracy and Evasiveness.,?
Fell Stinger,BICHO,Physical,50,100,25,,Drastically raises user's Attack if target is KO'd.,?
Fiery Dance,FUEGO,Special,80,100,10,,May raise user's Special Attack.,50
Fiery Wrath,SINIESTRO,Special,90,100,10,,May cause flinching.,20
Final Gambit,LUCHA,Special,?,100,5,,Inflicts damage equal to the user's remaining HP. User faints.,?
Fire Blast,FUEGO,Special,110,85,5,,May burn opponent.,10
Fire Fang,FUEGO,Physical,65,95,15,TM68,May cause flinching and/or burn opponent.,10
Fire Lash,FUEGO,Physical,80,100,15,,The user strikes the target with a burning lash. This also lowers the target's Defense stat.,100
Fire Pledge,FUEGO,Special,80,100,10,,Added effects appear if combined with Grass Pledge or Water Pledge.,?
Fire Punch,FUEGO,Physical,75,100,15,TM03,May burn opponent.,10
Fire Spin,FUEGO,Special,35,85,15,TM13,"Traps opponent, damaging them for 4-5 turns.",100
First Impression,BICHO,Physical,90,100,10,,"Although this move has great power, it only works the first turn the user is in battle.",?
Fishious Rend,AGUA,Physical,85,100,10,,"If the user attacks before the target, the power of this move is doubled.",?
Fissure,TIERRA,Physical,?,30,5,,"One-Hit-KO, if it hits.",?
Flail,NORMAL,Physical,?,100,15,,"The lower the user's HP, the higher the power.",?
Flame Burst,FUEGO,Special,70,100,15,,May also injure nearby Pok‚mon.,?
Flame Charge,FUEGO,Physical,50,100,20,,Raises user's Speed.,100
Flame Wheel,FUEGO,Physical,60,100,25,,May burn opponent.,10
Flamethrower,FUEGO,Special,90,100,15,,May burn opponent.,10
Flare Blitz,FUEGO,Physical,120,100,15,,User receives recoil damage. May burn opponent.,10
Flash,NORMAL,Status,?,100,20,,Lowers opponent's Accuracy.,?
Flash Cannon,ACERO,Special,80,100,10,,May lower opponent's Special Defense.,10
Flatter,SINIESTRO,Status,?,100,15,,"Confuses opponent, but raises its Special Attack by two stages.",?
Fleur Cannon,HADA,Special,130,90,5,,Sharply lowers user's Special Attack.,100
Fling,SINIESTRO,Physical,?,100,10,TM59,Power depends on held item.,?
Flip Turn,AGUA,Physical,60,100,20,,"After making its attack, the user rushes back to switch places with a party Pok‚mon in waiting.",?
Floaty Fall,VOLADOR,Physical,90,95,15,,May cause flinching.,30
Floral Healing,HADA,Status,?,?,10,,The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.,?
Flower Shield,HADA,Status,?,?,10,,Sharply raises Defense of all Grass-type Pok‚mon on the field.,100
Fly,VOLADOR,Physical,90,95,15,TM06,"Flies up on first turn, attacks on second turn.",?
Flying Press,LUCHA,Physical,100,95,10,,Deals Fighting and Flying type damage.,?
Focus Blast,LUCHA,Special,120,70,5,,May lower opponent's Special Defense.,10
Focus Energy,NORMAL,Status,?,?,30,,Increases critical hit ratio.,?
Focus Punch,LUCHA,Physical,150,100,20,,"If the user is hit before attacking, it flinches instead.",?
Follow Me,NORMAL,Status,?,?,20,,"In Double Battle, the user takes all the attacks.",?
Force Palm,LUCHA,Physical,60,100,10,,May paralyze opponent.,30
Foresight,NORMAL,Status,?,?,40,,"Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal.",?
Forest's Curse,PLANTA,Status,?,100,20,,Adds Grass type to opponent.,?
Foul Play,SINIESTRO,Physical,95,100,15,,Uses the opponent's Attack stat.,?
Freeze Shock,HIELO,Physical,140,90,5,,"Charges on first turn, attacks on second. May paralyze opponent.",30
Freeze-Dry,HIELO,Special,70,100,20,,May freeze opponent. Super-effective against Water types.,10
Freezing Glare,PSIQUICO,Special,90,100,10,,May freeze opponent.,10
Freezy Frost,HIELO,Special,90,100,15,,Resets all stat changes.,?
Frenzy Plant,PLANTA,Special,150,90,5,,User must recharge next turn.,?
Frost Breath,HIELO,Special,60,90,10,,Always results in a critical hit.,100
Frustration,NORMAL,Physical,?,100,20,,Power decreases with higher Friendship.,?
Fury Attack,NORMAL,Physical,15,85,20,,Hits 2-5 times in one turn.,?
Fury Cutter,BICHO,Physical,40,95,20,,Power increases each turn.,?
Fury Swipes,NORMAL,Physical,18,80,15,,Hits 2-5 times in one turn.,?
Fusion Bolt,ELECTRICO,Physical,100,100,5,,Power increases if Fusion Flare is used in the same turn.,?
Fusion Flare,FUEGO,Special,100,100,5,,Power increases if Fusion Bolt is used in the same turn.,?
Future Sight,PSIQUICO,Special,120,100,10,,Damage occurs 2 turns later.,?
G-Max Befuddle,BICHO,Physical,?,100,5,,"Butterfree-exclusive G-Max Move. Poisons, paralyzes, or puts opponent to sleep.",100
G-Max Cannonade,AGUA,Physical,?,100,10,,Blastoise-exclusive G-Max Move. Damages non-Water types for 4 turns.,?
G-Max Centiferno,FUEGO,Physical,?,100,5,,Centiskorch-exclusive G-Max Move. Traps opponents for 4-5 turns.,100
G-Max Chi Strike,LUCHA,Physical,?,100,5,,Machamp-exclusive G-Max Move. Increases critical hit ratio.,?
G-Max Cuddle,NORMAL,Physical,?,100,5,,Eevee-exclusive G-Max Move. Infatuates opponents.,100
G-Max Depletion,DRAGON,Physical,?,100,5,,Duraludon-exclusive G-Max Move. Reduces opponent's PP.,?
G-Max Drum Solo,PLANTA,Physical,?,100,5,,Rillaboom-exclusive G-Max Move. Ignores target's ability.,?
G-Max Finale,HADA,Physical,?,100,5,,Alcremie-exclusive G-Max Move. Heals the user's team.,?
G-Max Fireball,FUEGO,Physical,?,100,5,,Cinderace-exclusive G-Max Move. Ignores target's ability.,?
G-Max Foam Burst,AGUA,Physical,?,100,5,,Kingler-exclusive G-Max Move. Harshly lowers opponents' Speed.,100
G-Max Gold Rush,NORMAL,Physical,?,100,5,,Meowth-exclusive G-Max Move. Confuses opponents and earns more money.,100
